;x,z,nmann,xutm,yutm,AngMd,AngMi,Q
36550.000,-3.468,0.030,760698.018,4125512.574,3.061,-0.081,20.000
36600.000,-3.466,0.030,760693.996,4125462.736,3.061,-0.081,20.000
36650.000,-3.464,0.030,760689.974,4125412.898,3.061,-0.081,20.000
36700.000,-3.463,0.030,760685.952,4125363.060,3.061,-0.081,20.000
36750.000,-3.462,0.030,760681.930,4125313.222,3.061,-0.081,20.000
36800.000,-3.462,0.030,760677.908,4125263.384,3.061,-0.081,20.000
36850.000,-3.463,0.030,760673.886,4125213.546,3.045,-0.097,20.000
36900.000,-3.465,0.030,760669.051,4125163.792,2.978,-0.164,20.000
36950.000,-3.467,0.030,760660.909,4125114.503,2.934,-0.207,20.000
37000.000,-3.470,0.030,760650.626,4125065.572,2.934,-0.207,20.000
37050.000,-3.473,0.030,760640.342,4125016.641,2.934,-0.207,20.000
37100.000,-3.476,0.030,760630.059,4124967.710,2.934,-0.207,20.000
37150.000,-3.479,0.030,760619.775,4124918.779,2.934,-0.207,20.000
37200.000,-3.481,0.030,760609.491,4124869.848,2.934,-0.207,20.000
37250.000,-3.484,0.030,760599.208,4124820.917,2.934,-0.207,20.000
37300.000,-3.486,0.030,760588.924,4124771.986,2.934,-0.207,20.000
37350.000,-3.488,0.030,760578.641,4124723.055,2.934,-0.207,20.000
37400.000,-3.490,0.030,760568.357,4124674.124,2.934,-0.207,20.000
37450.000,-3.491,0.030,760558.074,4124625.193,2.934,-0.207,20.000
37500.000,-3.492,0.030,760547.790,4124576.262,2.934,-0.207,20.000
37550.000,-3.493,0.030,760537.506,4124527.331,2.934,-0.207,20.000
37600.000,-3.493,0.030,760527.223,4124478.400,2.926,-0.215,20.000
37650.000,-3.493,0.030,760516.549,4124429.584,2.768,-0.373,20.000
37700.000,-3.493,0.030,760498.322,4124383.028,2.743,-0.399,20.000
37750.000,-3.493,0.030,760478.915,4124336.948,2.743,-0.399,20.000
37800.000,-3.493,0.030,760459.508,4124290.868,2.743,-0.399,20.000
37850.000,-3.492,0.030,760440.100,4124244.788,2.743,-0.399,20.000
37900.000,-3.491,0.030,760420.693,4124198.708,2.743,-0.399,20.000
37950.000,-3.490,0.030,760401.285,4124152.629,2.743,-0.399,20.000
38000.000,-3.489,0.030,760381.878,4124106.549,2.743,-0.399,20.000
38050.000,-3.488,0.030,760362.470,4124060.469,2.743,-0.399,20.000
38100.000,-3.487,0.030,760343.063,4124014.389,2.743,-0.399,20.000
38150.000,-3.485,0.030,760323.655,4123968.309,2.743,-0.399,20.000
38200.000,-3.483,0.030,760304.248,4123922.230,2.743,-0.399,20.000
38250.000,-3.481,0.030,760284.840,4123876.150,2.743,-0.399,20.000
38300.000,-3.479,0.030,760265.433,4123830.070,2.743,-0.399,20.000
38350.000,-3.476,0.030,760246.025,4123783.990,2.743,-0.399,20.000
38400.000,-3.475,0.030,760226.618,4123737.910,2.743,-0.399,20.000
38450.000,-3.473,0.030,760207.210,4123691.830,2.743,-0.399,20.000
38500.000,-3.472,0.030,760187.803,4123645.751,2.743,-0.399,20.000
38550.000,-3.471,0.030,760168.395,4123599.671,2.730,-0.412,20.000
38600.000,-3.471,0.030,760148.396,4123553.883,2.596,-0.546,20.000
38650.000,-3.470,0.030,760122.481,4123511.207,2.494,-0.648,20.000
38700.000,-3.471,0.030,760092.309,4123471.336,2.494,-0.648,20.000
38750.000,-3.471,0.030,760062.137,4123431.466,2.494,-0.648,20.000
38800.000,-3.472,0.030,760031.964,4123391.596,2.494,-0.648,20.000
38850.000,-3.474,0.030,760001.792,4123351.725,2.494,-0.648,20.000
38900.000,-3.476,0.030,759971.620,4123311.855,2.494,-0.648,20.000
38950.000,-3.479,0.030,759941.448,4123271.985,2.494,-0.648,20.000
39000.000,-3.483,0.030,759911.276,4123232.115,2.494,-0.648,20.000
39050.000,-3.489,0.030,759881.104,4123192.244,2.494,-0.648,20.000
39100.000,-3.495,0.030,759850.932,4123152.374,2.494,-0.648,20.000
39150.000,-3.502,0.030,759820.759,4123112.504,2.487,-0.654,20.000
39200.000,-3.510,0.030,759790.325,4123072.835,2.404,-0.737,20.000
39250.000,-3.518,0.030,759756.801,4123035.923,2.329,-0.813,20.000
39300.000,-3.528,0.030,759720.499,4123001.541,2.329,-0.813,20.000
39350.000,-3.539,0.030,759684.196,4122967.159,2.329,-0.813,20.000
39400.000,-3.551,0.030,759647.893,4122932.777,2.329,-0.813,20.000
39450.000,-3.563,0.030,759611.591,4122898.395,2.329,-0.813,20.000
39500.000,-3.576,0.030,759575.288,4122864.013,2.329,-0.813,20.000
39550.000,-3.589,0.030,759538.985,4122829.632,2.329,-0.813,20.000
39600.000,-3.603,0.030,759502.683,4122795.250,2.329,-0.813,20.000
39650.000,-3.617,0.030,759466.380,4122760.868,2.329,-0.813,20.000
39700.000,-3.632,0.030,759430.077,4122726.486,2.329,-0.813,20.000
39750.000,-3.648,0.030,759393.775,4122692.104,2.329,-0.813,20.000
39800.000,-3.664,0.030,759357.472,4122657.722,2.329,-0.813,20.000
39850.000,-3.681,0.030,759321.169,4122623.340,2.329,-0.813,20.000
39900.000,-3.698,0.030,759284.866,4122588.958,2.329,-0.813,20.000
39950.000,-3.716,0.030,759248.564,4122554.576,2.329,-0.813,20.000
40000.000,-3.733,0.030,759212.261,4122520.194,2.329,-0.813,20.000
40050.000,-3.751,0.030,759175.958,4122485.813,2.329,-0.813,20.000
40100.000,-3.768,0.030,759139.656,4122451.431,2.329,-0.813,20.000
40150.000,-3.786,0.030,759103.353,4122417.049,2.329,-0.813,20.000
40200.000,-3.803,0.030,759067.050,4122382.667,2.329,-0.813,20.000
40250.000,-3.821,0.030,759030.748,4122348.285,2.329,-0.813,20.000
40300.000,-3.838,0.030,758994.445,4122313.903,2.329,-0.813,20.000
40350.000,-3.856,0.030,758958.142,4122279.521,2.329,-0.813,20.000
40400.000,-3.873,0.030,758921.840,4122245.139,2.329,-0.813,20.000
40450.000,-3.891,0.030,758885.537,4122210.757,2.329,-0.813,20.000
40500.000,-3.908,0.030,758849.234,4122176.375,2.329,-0.813,20.000
40550.000,-3.925,0.030,758812.932,4122141.993,2.329,-0.813,20.000
40600.000,-3.941,0.030,758776.629,4122107.612,2.329,-0.813,20.000
40650.000,-3.958,0.030,758740.326,4122073.230,2.329,-0.813,20.000
40700.000,-3.975,0.030,758704.024,4122038.848,2.329,-0.813,20.000
40750.000,-3.991,0.030,758667.721,4122004.466,2.406,-0.736,20.000
40800.000,-4.007,0.030,758634.177,4121967.430,2.519,-0.623,20.000
40850.000,-4.023,0.030,758605.023,4121926.832,2.527,-0.615,20.000
40900.000,-4.039,0.030,758576.171,4121885.996,2.527,-0.615,20.000
40950.000,-4.054,0.030,758547.320,4121845.160,2.527,-0.615,20.000
41000.000,-4.069,0.030,758518.468,4121804.324,2.527,-0.615,20.000
41050.000,-4.083,0.030,758489.616,4121763.488,2.527,-0.615,20.000
41100.000,-4.095,0.030,758460.765,4121722.652,2.527,-0.615,20.000
41150.000,-4.107,0.030,758431.913,4121681.816,2.527,-0.615,20.000
41200.000,-4.116,0.030,758403.062,4121640.980,2.527,-0.615,20.000
41250.000,-4.125,0.030,758374.210,4121600.143,2.527,-0.615,20.000
41300.000,-4.132,0.030,758345.358,4121559.307,2.529,-0.612,20.000
41350.000,-4.138,0.030,758316.627,4121518.389,2.555,-0.587,20.000
41400.000,-4.143,0.030,758288.947,4121476.750,2.555,-0.586,20.000
41450.000,-4.147,0.030,758261.285,4121435.099,2.555,-0.586,20.000
41500.000,-4.149,0.030,758233.623,4121393.448,2.555,-0.586,20.000
41550.000,-4.150,0.030,758205.960,4121351.797,2.555,-0.586,20.000
41600.000,-4.151,0.030,758178.298,4121310.146,2.555,-0.586,20.000
41650.000,-4.150,0.030,758150.636,4121268.495,2.555,-0.586,20.000
41700.000,-4.148,0.030,758122.974,4121226.844,2.555,-0.586,20.000
41750.000,-4.144,0.030,758095.311,4121185.193,2.555,-0.586,20.000
41800.000,-4.140,0.030,758067.649,4121143.542,2.555,-0.586,20.000
41850.000,-4.135,0.030,758039.987,4121101.891,2.555,-0.586,20.000
41900.000,-4.128,0.030,758012.325,4121060.240,2.555,-0.586,20.000
41950.000,-4.121,0.030,757984.662,4121018.590,2.555,-0.586,20.000
42000.000,-4.112,0.030,757957.000,4120976.939,2.555,-0.586,20.000
42050.000,-4.103,0.030,757929.338,4120935.288,2.555,-0.586,20.000
42100.000,-4.093,0.030,757901.676,4120893.637,2.597,-0.544,20.000
42150.000,-4.084,0.030,757875.784,4120850.878,2.684,-0.457,20.000
42200.000,-4.075,0.030,757853.722,4120806.032,2.696,-0.446,20.000
42250.000,-4.065,0.030,757832.156,4120760.922,2.696,-0.446,20.000
42300.000,-4.056,0.030,757810.591,4120715.812,2.696,-0.446,20.000
42350.000,-4.047,0.030,757789.025,4120670.701,2.696,-0.446,20.000
42400.000,-4.037,0.030,757767.460,4120625.591,2.696,-0.446,20.000
42450.000,-4.028,0.030,757745.894,4120580.481,2.696,-0.446,20.000
42500.000,-4.018,0.030,757724.329,4120535.371,2.696,-0.446,20.000
42550.000,-4.009,0.030,757702.763,4120490.261,2.696,-0.446,20.000
42600.000,-4.000,0.030,757681.198,4120445.151,2.696,-0.446,20.000
42650.000,-3.990,0.030,757659.632,4120400.040,2.696,-0.446,20.000
42700.000,-3.981,0.030,757638.067,4120354.930,2.696,-0.446,20.000
42750.000,-3.972,0.030,757616.501,4120309.820,2.696,-0.446,20.000
42800.000,-3.962,0.030,757594.935,4120264.710,2.702,-0.440,20.000
42850.000,-3.953,0.030,757573.643,4120219.472,2.760,-0.381,20.000
42900.000,-3.944,0.030,757555.068,4120173.127,2.821,-0.321,20.000
42950.000,-3.934,0.030,757539.298,4120125.679,2.821,-0.321,20.000
43000.000,-3.925,0.030,757523.529,4120078.231,2.821,-0.321,20.000
43050.000,-3.916,0.030,757507.759,4120030.783,2.821,-0.321,20.000
43100.000,-3.906,0.030,757491.989,4119983.335,2.821,-0.321,20.000
43150.000,-3.897,0.030,757476.219,4119935.887,2.821,-0.321,20.000
43200.000,-3.887,0.030,757460.449,4119888.439,2.821,-0.321,20.000
43250.000,-3.878,0.030,757444.679,4119840.991,2.821,-0.321,20.000
43300.000,-3.869,0.030,757428.909,4119793.543,2.821,-0.321,20.000
43350.000,-3.859,0.030,757413.139,4119746.095,2.821,-0.321,20.000
43400.000,-3.850,0.030,757397.370,4119698.647,2.821,-0.321,20.000
43450.000,-3.841,0.030,757381.600,4119651.199,2.821,-0.321,20.000
43500.000,-3.831,0.030,757365.830,4119603.751,2.821,-0.321,20.000
43550.000,-3.822,0.030,757350.060,4119556.303,2.835,-0.306,20.000
43600.000,-3.813,0.030,757334.976,4119508.636,2.953,-0.189,20.000
43650.000,-3.803,0.030,757325.598,4119459.523,2.953,-0.189,20.000
43700.000,-3.794,0.030,757316.221,4119410.410,2.953,-0.189,20.000
43750.000,-3.785,0.030,757306.844,4119361.297,2.953,-0.189,20.000
43800.000,-3.777,0.030,757297.467,4119312.184,2.953,-0.189,20.000
43850.000,-3.772,0.030,757288.089,4119263.072,2.953,-0.189,20.000
43900.000,-3.770,0.030,757278.712,4119213.959,2.953,-0.189,20.000
43950.000,-3.772,0.030,757269.335,4119164.846,2.953,-0.189,20.000
44000.000,-3.777,0.030,757259.957,4119115.733,2.953,-0.189,20.000
44050.000,-3.785,0.030,757250.580,4119066.621,2.953,-0.189,20.000
44100.000,-3.796,0.030,757241.203,4119017.508,2.953,-0.189,20.000
44150.000,-3.810,0.030,757231.825,4118968.395,2.953,-0.189,20.000
44200.000,-3.827,0.030,757222.448,4118919.282,2.953,-0.189,20.000
44250.000,-3.847,0.030,757213.071,4118870.169,2.953,-0.189,20.000
44300.000,-3.871,0.030,757203.693,4118821.057,2.985,-0.157,20.000
44350.000,-3.898,0.030,757195.880,4118771.690,3.026,-0.116,20.000
44400.000,-3.927,0.030,757190.090,4118722.030,3.034,-0.108,20.000
44450.000,-3.960,0.030,757184.721,4118672.319,3.034,-0.108,20.000
44500.000,-3.996,0.030,757179.351,4118622.608,3.034,-0.108,20.000
44550.000,-4.036,0.030,757173.982,4118572.897,3.034,-0.108,20.000
44600.000,-4.078,0.030,757168.612,4118523.186,3.034,-0.108,20.000
44650.000,-4.124,0.030,757163.243,4118473.475,3.034,-0.108,20.000
44700.000,-4.172,0.030,757157.874,4118423.765,3.034,-0.108,20.000
44750.000,-4.224,0.030,757152.504,4118374.054,3.034,-0.108,20.000
44800.000,-4.277,0.030,757147.135,4118324.343,3.034,-0.108,20.000
44850.000,-4.331,0.030,757141.765,4118274.632,3.034,-0.108,20.000
44900.000,-4.385,0.030,757136.396,4118224.921,3.034,-0.108,20.000
44950.000,-4.437,0.030,757131.026,4118175.210,3.034,-0.108,20.000
45000.000,-4.488,0.030,757125.657,4118125.499,3.034,-0.108,20.000
45050.000,-4.539,0.030,757120.287,4118075.789,3.034,-0.108,20.000
45100.000,-4.588,0.030,757114.918,4118026.078,3.034,-0.108,20.000
45150.000,-4.637,0.030,757109.548,4117976.367,3.040,-0.102,20.000
45200.000,-4.684,0.030,757104.457,4117926.628,3.054,-0.087,20.000
45250.000,-4.727,0.030,757100.093,4117876.820,3.061,-0.081,20.000
45300.000,-4.766,0.030,757096.053,4117826.983,3.061,-0.081,20.000
45350.000,-4.802,0.030,757092.012,4117777.147,3.061,-0.081,20.000
45400.000,-4.835,0.030,757087.971,4117727.310,3.061,-0.081,20.000
45450.000,-4.864,0.030,757083.930,4117677.474,3.061,-0.081,20.000
45500.000,-4.890,0.030,757079.890,4117627.638,3.061,-0.081,20.000
45550.000,-4.912,0.030,757075.849,4117577.801,3.061,-0.081,20.000
45600.000,-4.931,0.030,757071.808,4117527.965,3.061,-0.081,20.000
45650.000,-4.946,0.030,757067.767,4117478.128,3.061,-0.081,20.000
45700.000,-4.958,0.030,757063.726,4117428.292,3.061,-0.081,20.000
45750.000,-4.967,0.030,757059.686,4117378.455,-3.135,0.007,20.000
45800.000,-4.973,0.030,757060.023,4117328.534,-2.868,0.274,20.000
45850.000,-4.976,0.030,757073.470,4117280.667,-2.819,0.322,20.000
45900.000,-4.976,0.030,757089.303,4117233.240,-2.819,0.322,20.000
45950.000,-4.974,0.030,757105.136,4117185.813,-2.819,0.322,20.000
46000.000,-4.970,0.030,757120.969,4117138.386,-2.819,0.322,20.000
46050.000,-4.963,0.030,757136.801,4117090.959,-2.819,0.322,20.000
46100.000,-4.953,0.030,757152.634,4117043.532,-2.819,0.322,20.000
46150.000,-4.941,0.030,757168.467,4116996.105,-2.819,0.322,20.000
46200.000,-4.927,0.030,757184.300,4116948.678,-2.819,0.322,20.000
46250.000,-4.911,0.030,757200.132,4116901.251,-2.819,0.322,20.000
46300.000,-4.895,0.030,757215.965,4116853.824,-2.819,0.322,20.000
46350.000,-4.880,0.030,757231.798,4116806.397,-2.819,0.322,20.000
46400.000,-4.864,0.030,757247.631,4116758.970,-2.819,0.322,20.000
46450.000,-4.848,0.030,757263.463,4116711.543,-2.819,0.322,20.000
46500.000,-4.832,0.030,757279.296,4116664.116,-2.819,0.322,20.000
46550.000,-4.817,0.030,757295.129,4116616.689,-2.819,0.322,20.000
46600.000,-4.801,0.030,757310.962,4116569.262,-2.819,0.322,20.000
46650.000,-4.785,0.030,757326.794,4116521.835,-2.819,0.322,20.000
46700.000,-4.770,0.030,757342.627,4116474.408,-2.819,0.322,20.000
46750.000,-4.754,0.030,757358.460,4116426.981,-2.819,0.322,20.000
46800.000,-4.738,0.030,757374.293,4116379.554,-2.819,0.322,20.000
46850.000,-4.722,0.030,757390.125,4116332.126,-2.819,0.322,20.000
46900.000,-4.707,0.030,757405.958,4116284.699,-2.819,0.322,20.000
46950.000,-4.691,0.030,757421.791,4116237.272,-2.819,0.322,20.000
47000.000,-4.675,0.030,757437.624,4116189.845,-2.819,0.322,20.000
47050.000,-4.659,0.030,757453.456,4116142.418,-2.819,0.322,20.000
47100.000,-4.644,0.030,757469.289,4116094.991,-2.819,0.322,20.000
47150.000,-4.628,0.030,757485.122,4116047.564,-2.819,0.322,20.000
47200.000,-4.612,0.030,757500.954,4116000.137,-2.819,0.322,20.000
47250.000,-4.597,0.030,757516.787,4115952.710,-2.819,0.322,20.000
47300.000,-4.581,0.030,757532.620,4115905.283,-2.819,0.322,20.000
47350.000,-4.565,0.030,757548.453,4115857.856,-2.819,0.322,20.000
47400.000,-4.549,0.030,757564.285,4115810.429,-2.819,0.322,20.000
47450.000,-4.534,0.030,757580.118,4115763.002,-2.819,0.322,20.000
47500.000,-4.518,0.030,757595.951,4115715.575,-2.819,0.322,20.000
47550.000,-4.502,0.030,757611.784,4115668.148,-2.819,0.322,20.000
47600.000,-4.486,0.030,757627.616,4115620.721,-2.819,0.322,20.000
47650.000,-4.471,0.030,757643.449,4115573.294,-2.819,0.322,20.000
47700.000,-4.455,0.030,757659.282,4115525.867,-2.819,0.322,20.000
47750.000,-4.439,0.030,757675.115,4115478.440,-2.819,0.322,20.000
47800.000,-4.423,0.030,757690.947,4115431.013,-2.819,0.322,20.000
47850.000,-4.408,0.030,757706.780,4115383.586,-2.819,0.322,20.000
47900.000,-4.392,0.030,757722.613,4115336.159,-2.819,0.322,20.000
47950.000,-4.376,0.030,757738.446,4115288.732,-2.819,0.322,20.000
48000.000,-4.361,0.030,757754.278,4115241.305,-2.819,0.322,20.000
48050.000,-4.345,0.030,757770.111,4115193.878,-2.819,0.322,20.000
48100.000,-4.329,0.030,757785.944,4115146.450,-2.819,0.322,20.000
48150.000,-4.313,0.030,757801.777,4115099.023,-2.819,0.322,20.000
48200.000,-4.298,0.030,757817.609,4115051.596,-2.819,0.322,20.000
48250.000,-4.282,0.030,757833.442,4115004.169,-2.819,0.322,20.000
48300.000,-4.266,0.030,757849.275,4114956.742,-2.819,0.322,20.000
48350.000,-4.250,0.030,757865.108,4114909.315,-2.819,0.322,20.000
48400.000,-4.235,0.030,757880.940,4114861.888,-2.819,0.322,20.000
48450.000,-4.219,0.030,757896.773,4114814.461,-2.819,0.322,20.000
48500.000,-4.204,0.030,757912.606,4114767.034,-2.819,0.322,20.000
48550.000,-4.190,0.030,757928.439,4114719.607,-2.819,0.322,20.000
48600.000,-4.178,0.030,757944.271,4114672.180,-2.819,0.322,20.000
48650.000,-4.166,0.030,757960.104,4114624.753,-2.819,0.322,20.000
48700.000,-4.156,0.030,757975.937,4114577.326,-2.819,0.322,20.000
48750.000,-4.146,0.030,757991.770,4114529.899,-2.819,0.322,20.000
48800.000,-4.138,0.030,758007.602,4114482.472,-2.819,0.322,20.000
48850.000,-4.131,0.030,758023.435,4114435.045,-2.819,0.322,20.000
48900.000,-4.126,0.030,758039.268,4114387.618,-2.819,0.322,20.000
48950.000,-4.121,0.030,758055.101,4114340.191,-2.819,0.322,20.000
49000.000,-4.117,0.030,758070.933,4114292.764,-2.819,0.322,20.000
49050.000,-4.115,0.030,758086.766,4114245.337,-2.819,0.322,20.000
49100.000,-4.114,0.030,758102.599,4114197.910,-2.819,0.322,20.000
49150.000,-4.114,0.030,758118.432,4114150.483,-2.819,0.322,20.000
49200.000,-4.115,0.030,758134.264,4114103.056,-2.819,0.322,20.000
49250.000,-4.117,0.030,758150.097,4114055.629,-2.819,0.322,20.000
49300.000,-4.120,0.030,758165.930,4114008.201,-2.819,0.322,20.000
49350.000,-4.125,0.030,758181.762,4113960.774,-2.819,0.322,20.000
49400.000,-4.130,0.030,758197.595,4113913.347,-2.819,0.322,20.000
49450.000,-4.137,0.030,758213.428,4113865.920,-2.819,0.322,20.000
49500.000,-4.145,0.030,758229.261,4113818.493,-2.819,0.322,20.000
49550.000,-4.153,0.030,758245.093,4113771.066,-2.819,0.322,20.000
49600.000,-4.162,0.030,758260.926,4113723.639,-2.819,0.322,20.000
49650.000,-4.170,0.030,758276.759,4113676.212,-2.819,0.322,20.000
49700.000,-4.178,0.030,758292.592,4113628.785,-2.819,0.322,20.000
49750.000,-4.186,0.030,758308.424,4113581.358,-2.819,0.322,20.000
49800.000,-4.195,0.030,758324.257,4113533.931,-2.819,0.322,20.000
49850.000,-4.203,0.030,758340.090,4113486.504,-2.819,0.322,20.000
49900.000,-4.211,0.030,758355.923,4113439.077,-2.819,0.322,20.000
49950.000,-4.219,0.030,758371.755,4113391.650,-2.819,0.322,20.000
50000.000,-4.228,0.030,758387.588,4113344.223,-2.819,0.322,20.000
50050.000,-4.236,0.030,758403.421,4113296.796,-2.819,0.322,20.000
50100.000,-4.244,0.030,758419.254,4113249.369,-2.819,0.322,20.000
50150.000,-4.253,0.030,758435.086,4113201.942,-2.819,0.322,20.000
50200.000,-4.261,0.030,758450.919,4113154.515,-2.819,0.322,20.000
50250.000,-4.269,0.030,758466.752,4113107.088,-2.819,0.322,20.000
50300.000,-4.277,0.030,758482.585,4113059.661,-2.819,0.322,20.000
50350.000,-4.286,0.030,758498.417,4113012.234,-2.819,0.322,20.000
50400.000,-4.294,0.030,758514.250,4112964.807,-2.819,0.322,20.000
50450.000,-4.302,0.030,758530.083,4112917.380,-2.819,0.322,20.000
50500.000,-4.310,0.030,758545.916,4112869.952,-2.819,0.322,20.000
50550.000,-4.319,0.030,758561.748,4112822.525,-2.819,0.322,20.000
50600.000,-4.327,0.030,758577.581,4112775.098,-2.819,0.322,20.000
50650.000,-4.335,0.030,758593.414,4112727.671,-2.819,0.322,20.000
50700.000,-4.343,0.030,758609.247,4112680.244,-2.819,0.322,20.000
50750.000,-4.352,0.030,758625.079,4112632.817,-2.819,0.322,20.000
50800.000,-4.360,0.030,758640.912,4112585.390,-2.819,0.322,20.000
50850.000,-4.368,0.030,758656.745,4112537.963,-2.819,0.322,20.000
50900.000,-4.376,0.030,758672.578,4112490.536,-2.819,0.322,20.000
50950.000,-4.385,0.030,758688.410,4112443.109,-2.819,0.322,20.000
51000.000,-4.393,0.030,758704.243,4112395.682,-2.819,0.322,20.000
51050.000,-4.401,0.030,758720.076,4112348.255,-2.819,0.322,20.000
51100.000,-4.410,0.030,758735.909,4112300.828,-2.819,0.322,20.000
51150.000,-4.418,0.030,758751.741,4112253.401,-2.819,0.322,20.000
51200.000,-4.426,0.030,758767.574,4112205.974,-2.819,0.322,20.000
51250.000,-4.434,0.030,758783.407,4112158.547,-2.819,0.322,20.000
51300.000,-4.443,0.030,758799.239,4112111.120,-2.819,0.322,20.000
51350.000,-4.451,0.030,758815.072,4112063.693,-2.819,0.322,20.000
51400.000,-4.459,0.030,758830.905,4112016.266,-2.819,0.322,20.000
51450.000,-4.467,0.030,758846.738,4111968.839,-2.819,0.322,20.000
51500.000,-4.476,0.030,758862.570,4111921.412,-2.819,0.322,20.000
51550.000,-4.484,0.030,758878.403,4111873.985,-2.819,0.322,20.000
51600.000,-4.492,0.030,758894.236,4111826.558,-2.819,0.322,20.000
51650.000,-4.500,0.030,758910.069,4111779.131,-2.819,0.322,20.000
51700.000,-4.509,0.030,758925.901,4111731.704,-2.819,0.322,20.000
51750.000,-4.517,0.030,758941.734,4111684.276,-2.819,0.322,20.000
51800.000,-4.525,0.030,758957.567,4111636.849,-2.819,0.322,20.000
51850.000,-4.533,0.030,758973.400,4111589.422,-2.819,0.322,20.000
51900.000,-4.542,0.030,758989.232,4111541.995,-2.819,0.322,20.000
51950.000,-4.550,0.030,759005.065,4111494.568,-2.819,0.322,20.000
52000.000,-4.558,0.030,759020.898,4111447.141,-2.819,0.322,20.000
52050.000,-4.567,0.030,759036.731,4111399.714,-2.819,0.322,20.000
52100.000,-4.575,0.030,759052.563,4111352.287,-2.819,0.322,20.000
52150.000,-4.583,0.030,759068.396,4111304.860,-2.819,0.322,20.000
52200.000,-4.591,0.030,759084.229,4111257.433,-2.819,0.322,20.000
52250.000,-4.600,0.030,759100.062,4111210.006,-2.819,0.322,20.000
52300.000,-4.608,0.030,759115.894,4111162.579,-2.819,0.322,20.000
52350.000,-4.616,0.030,759131.727,4111115.152,-2.819,0.322,20.000
52400.000,-4.624,0.030,759147.560,4111067.725,-2.819,0.322,20.000
52450.000,-4.633,0.030,759163.393,4111020.298,-2.819,0.322,20.000
52500.000,-4.641,0.030,759179.225,4110972.871,-2.819,0.322,20.000
52550.000,-4.648,0.030,759195.058,4110925.444,-2.819,0.322,20.000
52600.000,-4.655,0.030,759210.891,4110878.017,-2.819,0.322,20.000
52650.000,-4.660,0.030,759226.724,4110830.590,-2.819,0.322,20.000
52700.000,-4.664,0.030,759242.556,4110783.163,-2.819,0.322,20.000
52750.000,-4.666,0.030,759258.389,4110735.736,-2.824,0.318,20.000
52800.000,-4.668,0.030,759273.997,4110688.263,-3.088,0.054,20.000
52850.000,-4.668,0.030,759276.677,4110638.430,3.040,-0.102,20.000
52900.000,-4.666,0.030,759271.601,4110588.689,3.040,-0.102,20.000
52950.000,-4.664,0.030,759266.525,4110538.947,3.040,-0.102,20.000
53000.000,-4.660,0.030,759261.449,4110489.205,3.040,-0.102,20.000
53050.000,-4.655,0.030,759256.374,4110439.463,3.040,-0.102,20.000
53100.000,-4.649,0.030,759251.298,4110389.722,3.040,-0.102,20.000
53150.000,-4.641,0.030,759246.222,4110339.980,3.040,-0.102,20.000
53200.000,-4.633,0.030,759241.147,4110290.238,3.040,-0.102,20.000
53250.000,-4.623,0.030,759236.071,4110240.497,3.040,-0.102,20.000
53300.000,-4.611,0.030,759230.995,4110190.755,3.040,-0.102,20.000
53350.000,-4.599,0.030,759225.920,4110141.013,3.040,-0.102,20.000
53400.000,-4.585,0.030,759220.844,4110091.271,3.040,-0.102,20.000
53450.000,-4.570,0.030,759215.768,4110041.530,3.040,-0.102,20.000
53500.000,-4.554,0.030,759210.693,4109991.788,3.040,-0.102,20.000
53550.000,-4.536,0.030,759205.617,4109942.046,3.040,-0.102,20.000
53600.000,-4.517,0.030,759200.541,4109892.305,3.040,-0.102,20.000
53650.000,-4.497,0.030,759195.466,4109842.563,3.040,-0.102,20.000
53700.000,-4.477,0.030,759190.390,4109792.821,3.040,-0.102,20.000
53750.000,-4.455,0.030,759185.314,4109743.079,3.040,-0.102,20.000
53800.000,-4.433,0.030,759180.239,4109693.338,2.998,-0.143,20.000
53850.000,-4.410,0.030,759173.107,4109643.955,2.866,-0.276,20.000
53900.000,-4.385,0.030,759159.490,4109595.885,2.817,-0.324,20.000
53950.000,-4.360,0.030,759143.552,4109548.494,2.817,-0.324,20.000
54000.000,-4.334,0.030,759127.613,4109501.102,2.817,-0.324,20.000
54050.000,-4.307,0.030,759111.674,4109453.711,2.817,-0.324,20.000
54100.000,-4.280,0.030,759095.735,4109406.319,2.817,-0.324,20.000
54150.000,-4.251,0.030,759079.796,4109358.928,2.817,-0.324,20.000
54200.000,-4.222,0.030,759063.857,4109311.536,2.817,-0.324,20.000
54250.000,-4.194,0.030,759047.919,4109264.145,2.817,-0.324,20.000
54300.000,-4.168,0.030,759031.980,4109216.753,2.817,-0.324,20.000
54350.000,-4.143,0.030,759016.041,4109169.362,2.817,-0.324,20.000
54400.000,-4.120,0.030,759000.102,4109121.970,2.817,-0.324,20.000
54450.000,-4.098,0.030,758984.163,4109074.579,2.817,-0.324,20.000
54500.000,-4.077,0.030,758968.224,4109027.187,2.817,-0.324,20.000
54550.000,-4.058,0.030,758952.286,4108979.796,-3.081,0.060,20.000
54600.000,-4.040,0.030,758955.274,4108930.447,-3.019,0.123,20.000
54650.000,-4.025,0.030,758961.406,4108880.825,-3.018,0.123,20.000
54700.000,-4.011,0.030,758967.546,4108831.203,-3.018,0.123,20.000
54750.000,-4.000,0.030,758973.686,4108781.582,-3.018,0.123,20.000
54800.000,-3.992,0.030,758979.826,4108731.960,-3.018,0.123,20.000
54850.000,-3.985,0.030,758985.966,4108682.339,-3.018,0.123,20.000
