;x,z,nmann,xutm,yutm,AngMd,AngMi,Q
18200.000,-8.297,0.030,764069.634,4142231.475,2.933,-0.208,20.000
18250.000,-8.546,0.030,764059.288,4142182.557,2.933,-0.208,20.000
18300.000,-8.764,0.030,764048.941,4142133.639,2.933,-0.208,20.000
18350.000,-8.951,0.030,764038.595,4142084.721,2.933,-0.208,20.000
18400.000,-9.106,0.030,764028.248,4142035.804,2.933,-0.208,20.000
18450.000,-9.229,0.030,764017.902,4141986.886,2.933,-0.208,20.000
18500.000,-9.321,0.030,764007.555,4141937.968,2.933,-0.208,20.000
18550.000,-9.382,0.030,763997.209,4141889.050,2.933,-0.208,20.000
18600.000,-9.411,0.030,763986.862,4141840.132,2.933,-0.208,20.000
18650.000,-9.409,0.030,763976.516,4141791.215,2.933,-0.208,20.000
18700.000,-9.375,0.030,763966.169,4141742.297,2.933,-0.208,20.000
18750.000,-9.323,0.030,763955.823,4141693.379,2.933,-0.208,20.000
18800.000,-9.262,0.030,763945.476,4141644.461,2.933,-0.208,20.000
18850.000,-9.191,0.030,763935.130,4141595.543,2.933,-0.208,20.000
18900.000,-9.110,0.030,763924.783,4141546.626,2.933,-0.208,20.000
18950.000,-9.019,0.030,763914.437,4141497.708,2.933,-0.208,20.000
19000.000,-8.918,0.030,763904.090,4141448.790,2.933,-0.208,20.000
19050.000,-8.811,0.030,763893.744,4141399.872,2.933,-0.208,20.000
19100.000,-8.703,0.030,763883.398,4141350.954,2.933,-0.208,20.000
19150.000,-8.602,0.030,763873.051,4141302.037,2.933,-0.208,20.000
19200.000,-8.506,0.030,763862.705,4141253.119,2.933,-0.208,20.000
19250.000,-8.417,0.030,763852.358,4141204.201,2.933,-0.208,20.000
19300.000,-8.333,0.030,763842.012,4141155.283,2.933,-0.208,20.000
19350.000,-8.254,0.030,763831.665,4141106.365,2.933,-0.208,20.000
19400.000,-8.182,0.030,763821.319,4141057.448,2.936,-0.205,20.000
19450.000,-8.116,0.030,763811.120,4141008.499,2.996,-0.146,20.000
19500.000,-8.055,0.030,763803.872,4140959.111,3.056,-0.086,20.000
19550.000,-7.999,0.030,763799.598,4140909.293,3.056,-0.086,20.000
19600.000,-7.949,0.030,763795.325,4140859.476,3.056,-0.086,20.000
19650.000,-7.903,0.030,763791.051,4140809.659,3.056,-0.086,20.000
19700.000,-7.863,0.030,763786.777,4140759.842,3.134,-0.008,20.000
19750.000,-7.828,0.030,763786.393,4140709.852,-3.104,0.037,20.000
19800.000,-7.798,0.030,763788.257,4140659.887,-3.104,0.037,20.000
19850.000,-7.773,0.030,763790.121,4140609.922,-3.104,0.037,20.000
19900.000,-7.752,0.030,763791.984,4140559.957,-3.104,0.037,20.000
19950.000,-7.737,0.030,763793.848,4140509.991,-3.104,0.037,20.000
20000.000,-7.727,0.030,763795.712,4140460.026,-3.104,0.037,20.000
20050.000,-7.722,0.030,763797.575,4140410.061,-3.104,0.037,20.000
20100.000,-7.719,0.030,763799.439,4140360.096,-3.104,0.037,20.000
20150.000,-7.715,0.030,763801.303,4140310.130,-3.104,0.037,20.000
20200.000,-7.710,0.030,763803.166,4140260.165,-3.104,0.037,20.000
20250.000,-7.705,0.030,763805.030,4140210.200,-3.104,0.037,20.000
20300.000,-7.699,0.030,763806.894,4140160.235,-3.104,0.037,20.000
20350.000,-7.692,0.030,763808.758,4140110.269,-3.104,0.037,20.000
20400.000,-7.684,0.030,763810.621,4140060.304,-3.104,0.037,20.000
20450.000,-7.675,0.030,763812.485,4140010.339,-3.104,0.037,20.000
20500.000,-7.666,0.030,763814.349,4139960.373,-3.104,0.037,20.000
20550.000,-7.656,0.030,763816.212,4139910.408,-3.104,0.037,20.000
20600.000,-7.646,0.030,763818.076,4139860.443,-3.104,0.037,20.000
20650.000,-7.636,0.030,763819.940,4139810.478,-3.104,0.037,20.000
20700.000,-7.625,0.030,763821.803,4139760.512,-3.104,0.037,20.000
20750.000,-7.616,0.030,763823.667,4139710.547,-3.104,0.037,20.000
20800.000,-7.609,0.030,763825.531,4139660.582,-3.104,0.037,20.000
20850.000,-7.604,0.030,763827.395,4139610.617,-3.104,0.037,20.000
20900.000,-7.601,0.030,763829.258,4139560.651,-3.104,0.037,20.000
20950.000,-7.601,0.030,763831.122,4139510.686,-3.104,0.037,20.000
21000.000,-7.603,0.030,763832.986,4139460.721,-3.104,0.037,20.000
21050.000,-7.607,0.030,763834.849,4139410.756,-3.104,0.037,20.000
21100.000,-7.613,0.030,763836.713,4139360.790,-3.104,0.037,20.000
21150.000,-7.622,0.030,763838.577,4139310.825,-3.104,0.037,20.000
21200.000,-7.634,0.030,763840.440,4139260.860,-3.104,0.037,20.000
21250.000,-7.647,0.030,763842.304,4139210.895,-3.104,0.037,20.000
21300.000,-7.663,0.030,763844.168,4139160.929,-3.104,0.037,20.000
21350.000,-7.681,0.030,763846.031,4139110.964,-3.104,0.037,20.000
21400.000,-7.702,0.030,763847.895,4139060.999,-3.104,0.037,20.000
21450.000,-7.724,0.030,763849.759,4139011.034,-3.104,0.037,20.000
21500.000,-7.749,0.030,763851.623,4138961.068,-3.104,0.037,20.000
21550.000,-7.777,0.030,763853.486,4138911.103,-3.106,0.036,20.000
21600.000,-7.806,0.030,763855.272,4138861.136,-3.124,0.018,20.000
21650.000,-7.838,0.030,763856.169,4138811.144,-3.128,0.013,20.000
21700.000,-7.873,0.030,763856.838,4138761.148,-3.128,0.013,20.000
21750.000,-7.909,0.030,763857.508,4138711.153,-3.128,0.013,20.000
21800.000,-7.948,0.030,763858.177,4138661.157,-3.135,0.007,20.000
21850.000,-7.986,0.030,763858.524,4138611.159,3.135,-0.006,20.000
21900.000,-8.024,0.030,763858.206,4138561.161,3.131,-0.011,20.000
21950.000,-8.062,0.030,763857.680,4138511.164,3.131,-0.011,20.000
22000.000,-8.101,0.030,763857.155,4138461.167,3.131,-0.011,20.000
22050.000,-8.139,0.030,763856.630,4138411.169,3.131,-0.011,20.000
22100.000,-8.177,0.030,763856.105,4138361.172,3.131,-0.011,20.000
22150.000,-8.215,0.030,763855.580,4138311.175,3.131,-0.011,20.000
22200.000,-8.254,0.030,763855.055,4138261.178,3.131,-0.011,20.000
22250.000,-8.292,0.030,763854.530,4138211.180,3.131,-0.011,20.000
22300.000,-8.330,0.030,763854.005,4138161.183,3.131,-0.011,20.000
22350.000,-8.368,0.030,763853.479,4138111.186,3.131,-0.011,20.000
22400.000,-8.407,0.030,763852.954,4138061.189,3.131,-0.011,20.000
22450.000,-8.445,0.030,763852.429,4138011.192,3.131,-0.011,20.000
22500.000,-8.483,0.030,763851.904,4137961.194,3.131,-0.011,20.000
22550.000,-8.521,0.030,763851.379,4137911.197,3.131,-0.011,20.000
22600.000,-8.560,0.030,763850.854,4137861.200,3.131,-0.011,20.000
22650.000,-8.598,0.030,763850.329,4137811.203,3.131,-0.011,20.000
22700.000,-8.638,0.030,763849.804,4137761.205,3.131,-0.011,20.000
22750.000,-8.680,0.030,763849.278,4137711.208,3.131,-0.011,20.000
22800.000,-8.722,0.030,763848.753,4137661.211,3.131,-0.011,20.000
22850.000,-8.766,0.030,763848.228,4137611.214,3.131,-0.011,20.000
22900.000,-8.811,0.030,763847.703,4137561.216,3.131,-0.011,20.000
22950.000,-8.857,0.030,763847.178,4137511.219,3.131,-0.011,20.000
23000.000,-8.904,0.030,763846.653,4137461.222,-3.136,0.005,20.000
23050.000,-8.953,0.030,763846.924,4137411.245,-3.064,0.078,20.000
23100.000,-9.003,0.030,763850.815,4137361.411,-3.029,0.113,20.000
23150.000,-9.054,0.030,763856.445,4137311.729,-3.029,0.113,20.000
23200.000,-9.106,0.030,763862.076,4137262.047,-3.029,0.113,20.000
23250.000,-9.160,0.030,763867.707,4137212.365,-3.018,0.124,20.000
23300.000,-9.211,0.030,763873.888,4137162.750,-2.926,0.216,20.000
23350.000,-9.258,0.030,763884.593,4137113.955,-2.905,0.236,20.000
23400.000,-9.302,0.030,763896.293,4137065.343,-2.905,0.236,20.000
23450.000,-9.342,0.030,763907.994,4137016.731,-2.905,0.236,20.000
23500.000,-9.378,0.030,763919.695,4136968.120,-2.896,0.246,20.000
23550.000,-9.411,0.030,763931.865,4136919.629,-2.854,0.288,20.000
23600.000,-9.440,0.030,763946.063,4136871.702,-2.824,0.317,20.000
23650.000,-9.466,0.030,763961.670,4136824.200,-2.824,0.317,20.000
23700.000,-9.487,0.030,763977.276,4136776.698,-2.779,0.362,20.000
23750.000,-9.504,0.030,763994.996,4136729.968,-2.746,0.395,20.000
23800.000,-9.516,0.030,764014.248,4136683.824,-2.743,0.399,20.000
23850.000,-9.523,0.030,764033.657,4136637.745,-2.743,0.399,20.000
23900.000,-9.525,0.030,764053.066,4136591.665,-2.743,0.399,20.000
23950.000,-9.522,0.030,764072.475,4136545.586,-2.743,0.399,20.000
24000.000,-9.514,0.030,764091.885,4136499.507,-2.743,0.399,20.000
24050.000,-9.502,0.030,764111.294,4136453.428,-2.723,0.419,20.000
24100.000,-9.484,0.030,764131.631,4136407.763,-2.684,0.457,20.000
24150.000,-9.462,0.030,764153.697,4136362.901,-2.673,0.469,20.000
24200.000,-9.435,0.030,764176.290,4136318.296,-2.646,0.496,20.000
24250.000,-9.403,0.030,764200.069,4136274.319,-2.607,0.535,20.000
24300.000,-9.366,0.030,764225.538,4136231.296,-2.603,0.539,20.000
24350.000,-9.328,0.030,764251.203,4136188.385,-2.603,0.539,20.000
24400.000,-9.290,0.030,764276.868,4136145.475,-2.603,0.539,20.000
24450.000,-9.253,0.030,764302.533,4136102.564,-2.603,0.539,20.000
24500.000,-9.215,0.030,764328.198,4136059.654,-2.603,0.539,20.000
24550.000,-9.177,0.030,764353.863,4136016.743,-2.603,0.539,20.000
24600.000,-9.139,0.030,764379.527,4135973.833,-2.603,0.539,20.000
24650.000,-9.101,0.030,764405.192,4135930.922,-2.603,0.539,20.000
24700.000,-9.064,0.030,764430.857,4135888.012,-2.603,0.539,20.000
24750.000,-9.026,0.030,764456.522,4135845.101,-2.603,0.539,20.000
24800.000,-8.988,0.030,764482.187,4135802.191,-2.603,0.539,20.000
24850.000,-8.948,0.030,764507.852,4135759.280,-2.611,0.530,20.000
24900.000,-8.906,0.030,764533.132,4135716.149,-2.659,0.482,20.000
24950.000,-8.862,0.030,764556.307,4135671.867,-2.699,0.443,20.000
25000.000,-8.817,0.030,764577.730,4135626.689,-2.699,0.443,20.000
25050.000,-8.770,0.030,764599.153,4135581.511,-2.699,0.443,20.000
25100.000,-8.721,0.030,764620.576,4135536.333,-2.736,0.406,20.000
25150.000,-8.670,0.030,764640.297,4135490.400,-2.868,0.273,20.000
25200.000,-8.617,0.030,764653.778,4135442.323,-2.891,0.250,20.000
25250.000,-8.563,0.030,764666.164,4135393.881,-2.891,0.250,20.000
25300.000,-8.506,0.030,764678.550,4135345.440,-2.898,0.244,20.000
25350.000,-8.448,0.030,764690.615,4135296.921,-2.974,0.168,20.000
25400.000,-8.388,0.030,764698.934,4135247.767,-3.084,0.058,20.000
25450.000,-8.326,0.030,764701.825,4135197.851,-3.084,0.058,20.000
25500.000,-8.262,0.030,764704.717,4135147.935,-3.084,0.058,20.000
25550.000,-8.197,0.030,764707.608,4135098.018,-3.089,0.053,20.000
25600.000,-8.130,0.030,764710.244,4135048.088,3.040,-0.101,20.000
25650.000,-8.060,0.030,764705.197,4134998.471,3.007,-0.135,20.000
25700.000,-7.989,0.030,764698.488,4134948.923,3.007,-0.135,20.000
25750.000,-7.916,0.030,764691.778,4134899.375,3.007,-0.135,20.000
25800.000,-7.842,0.030,764685.068,4134849.827,2.979,-0.162,20.000
25850.000,-7.765,0.030,764677.002,4134800.525,2.915,-0.227,20.000
25900.000,-7.689,0.030,764665.773,4134751.803,2.911,-0.231,20.000
25950.000,-7.613,0.030,764654.334,4134703.129,2.911,-0.231,20.000
26000.000,-7.528,0.030,764642.894,4134654.455,2.911,-0.231,20.000
26050.000,-7.430,0.030,764631.455,4134605.781,2.911,-0.231,20.000
26100.000,-7.319,0.030,764620.015,4134557.108,2.911,-0.231,20.000
26150.000,-7.196,0.030,764608.576,4134508.434,2.911,-0.231,20.000
26200.000,-7.059,0.030,764597.136,4134459.760,2.911,-0.231,20.000
26250.000,-6.910,0.030,764585.697,4134411.086,2.911,-0.231,20.000
26300.000,-6.748,0.030,764574.258,4134362.412,2.911,-0.231,20.000
26350.000,-6.573,0.030,764562.818,4134313.738,2.911,-0.231,20.000
26400.000,-6.385,0.030,764551.379,4134265.065,2.911,-0.231,20.000
26450.000,-6.196,0.030,764539.939,4134216.391,2.911,-0.231,20.000
26500.000,-6.011,0.030,764528.500,4134167.717,2.911,-0.231,20.000
26550.000,-5.829,0.030,764517.061,4134119.043,2.731,-0.410,20.000
26600.000,-5.651,0.030,764497.158,4134073.296,2.469,-0.672,20.000
26650.000,-5.477,0.030,764466.018,4134034.180,2.469,-0.673,20.000
26700.000,-5.307,0.030,764434.863,4133995.073,2.469,-0.673,20.000
26750.000,-5.140,0.030,764403.708,4133955.965,2.469,-0.673,20.000
26800.000,-4.977,0.030,764372.553,4133916.858,2.469,-0.673,20.000
26850.000,-4.818,0.030,764341.398,4133877.751,2.469,-0.673,20.000
26900.000,-4.663,0.030,764310.243,4133838.644,2.469,-0.673,20.000
26950.000,-4.512,0.030,764279.088,4133799.537,2.469,-0.673,20.000
27000.000,-4.364,0.030,764247.933,4133760.430,2.469,-0.673,20.000
27050.000,-4.229,0.030,764216.778,4133721.323,2.469,-0.673,20.000
27100.000,-4.110,0.030,764185.623,4133682.216,2.469,-0.673,20.000
27150.000,-4.009,0.030,764154.468,4133643.108,2.469,-0.673,20.000
27200.000,-3.923,0.030,764123.313,4133604.001,2.469,-0.673,20.000
27250.000,-3.855,0.030,764092.158,4133564.894,2.469,-0.673,20.000
27300.000,-3.803,0.030,764061.003,4133525.787,2.469,-0.673,20.000
27350.000,-3.767,0.030,764029.848,4133486.680,2.469,-0.673,20.000
27400.000,-3.749,0.030,763998.693,4133447.573,2.469,-0.673,20.000
27450.000,-3.746,0.030,763967.538,4133408.466,2.469,-0.673,20.000
27500.000,-3.750,0.030,763936.383,4133369.359,2.469,-0.673,20.000
27550.000,-3.753,0.030,763905.228,4133330.251,2.469,-0.673,20.000
27600.000,-3.756,0.030,763874.073,4133291.144,2.469,-0.673,20.000
27650.000,-3.759,0.030,763842.918,4133252.037,2.469,-0.673,20.000
27700.000,-3.762,0.030,763811.763,4133212.930,2.469,-0.673,20.000
27750.000,-3.765,0.030,763780.608,4133173.823,2.469,-0.673,20.000
27800.000,-3.768,0.030,763749.453,4133134.716,2.469,-0.673,20.000
27850.000,-3.771,0.030,763718.298,4133095.609,2.469,-0.673,20.000
27900.000,-3.774,0.030,763687.143,4133056.502,2.469,-0.673,20.000
27950.000,-3.777,0.030,763655.988,4133017.394,2.469,-0.673,20.000
28000.000,-3.781,0.030,763624.833,4132978.287,2.469,-0.673,20.000
28050.000,-3.784,0.030,763593.678,4132939.180,2.469,-0.673,20.000
28100.000,-3.787,0.030,763562.523,4132900.073,2.469,-0.673,20.000
28150.000,-3.790,0.030,763531.368,4132860.966,2.469,-0.673,20.000
28200.000,-3.793,0.030,763500.213,4132821.859,2.469,-0.673,20.000
28250.000,-3.798,0.030,763469.058,4132782.752,2.443,-0.698,20.000
28300.000,-3.803,0.030,763436.914,4132744.467,2.310,-0.831,20.000
28350.000,-3.809,0.030,763400.067,4132710.861,2.266,-0.876,20.000
28400.000,-3.816,0.030,763361.671,4132678.833,2.266,-0.876,20.000
28450.000,-3.823,0.030,763323.276,4132646.806,2.266,-0.876,20.000
28500.000,-3.831,0.030,763284.880,4132614.778,2.250,-0.892,20.000
28550.000,-3.841,0.030,763245.992,4132583.387,2.131,-1.010,20.000
28600.000,-3.851,0.030,763203.808,4132556.907,2.003,-1.138,20.000
28650.000,-3.861,0.030,763158.413,4132535.947,2.003,-1.138,20.000
28700.000,-3.873,0.030,763113.018,4132514.987,2.003,-1.138,20.000
28750.000,-3.885,0.030,763067.623,4132494.028,2.003,-1.138,20.000
28800.000,-3.898,0.030,763022.228,4132473.068,2.003,-1.138,20.000
28850.000,-3.912,0.030,762976.833,4132452.109,2.003,-1.138,20.000
28900.000,-3.927,0.030,762931.438,4132431.149,2.003,-1.138,20.000
28950.000,-3.943,0.030,762886.043,4132410.189,2.003,-1.138,20.000
29000.000,-3.959,0.030,762840.649,4132389.230,2.003,-1.138,20.000
29050.000,-3.976,0.030,762795.254,4132368.270,2.003,-1.138,20.000
29100.000,-3.994,0.030,762749.859,4132347.311,2.003,-1.138,20.000
29150.000,-4.013,0.030,762704.464,4132326.351,2.003,-1.138,20.000
29200.000,-4.032,0.030,762659.069,4132305.391,2.003,-1.138,20.000
29250.000,-4.052,0.030,762613.674,4132284.432,2.003,-1.138,20.000
29300.000,-4.072,0.030,762568.279,4132263.472,2.003,-1.138,20.000
29350.000,-4.092,0.030,762522.884,4132242.513,2.003,-1.138,20.000
29400.000,-4.112,0.030,762477.489,4132221.553,2.003,-1.138,20.000
29450.000,-4.132,0.030,762432.095,4132200.594,2.025,-1.117,20.000
29500.000,-4.152,0.030,762387.180,4132178.689,2.177,-0.965,20.000
29550.000,-4.172,0.030,762346.389,4132150.432,2.331,-0.810,20.000
29600.000,-4.192,0.030,762310.170,4132115.962,2.331,-0.810,20.000
29650.000,-4.212,0.030,762273.952,4132081.492,2.331,-0.810,20.000
29700.000,-4.232,0.030,762237.733,4132047.022,2.520,-0.622,20.000
29750.000,-4.252,0.030,762208.766,4132006.575,2.628,-0.513,20.000
29800.000,-4.272,0.030,762184.218,4131963.027,2.635,-0.506,20.000
29850.000,-4.291,0.030,762159.979,4131919.295,2.635,-0.506,20.000
29900.000,-4.308,0.030,762135.741,4131875.563,2.635,-0.506,20.000
29950.000,-4.324,0.030,762111.503,4131831.830,2.635,-0.506,20.000
30000.000,-4.340,0.030,762087.264,4131788.098,2.635,-0.506,20.000
30050.000,-4.353,0.030,762063.026,4131744.366,2.635,-0.506,20.000
30100.000,-4.366,0.030,762038.788,4131700.634,2.635,-0.506,20.000
30150.000,-4.378,0.030,762014.549,4131656.902,2.648,-0.493,20.000
30200.000,-4.388,0.030,761990.867,4131612.867,2.968,-0.173,20.000
30250.000,-4.397,0.030,761982.306,4131563.989,3.016,-0.126,20.000
30300.000,-4.405,0.030,761976.031,4131514.385,3.016,-0.126,20.000
30350.000,-4.411,0.030,761969.755,4131464.780,3.016,-0.126,20.000
30400.000,-4.417,0.030,761963.480,4131415.175,3.016,-0.126,20.000
30450.000,-4.421,0.030,761957.205,4131365.571,3.016,-0.126,20.000
30500.000,-4.424,0.030,761950.929,4131315.966,3.016,-0.126,20.000
30550.000,-4.426,0.030,761944.654,4131266.361,3.016,-0.126,20.000
30600.000,-4.427,0.030,761938.379,4131216.757,3.016,-0.126,20.000
30650.000,-4.426,0.030,761932.104,4131167.152,3.016,-0.126,20.000
30700.000,-4.424,0.030,761925.828,4131117.547,3.073,-0.069,20.000
30750.000,-4.421,0.030,761922.390,4131067.670,3.081,-0.060,20.000
30800.000,-4.417,0.030,761919.383,4131017.761,3.081,-0.060,20.000
30850.000,-4.412,0.030,761916.377,4130967.851,3.081,-0.060,20.000
30900.000,-4.406,0.030,761913.370,4130917.942,3.081,-0.060,20.000
30950.000,-4.401,0.030,761910.363,4130868.032,3.081,-0.060,20.000
31000.000,-4.396,0.030,761907.357,4130818.123,3.081,-0.060,20.000
31050.000,-4.390,0.030,761904.350,4130768.213,3.081,-0.060,20.000
31100.000,-4.385,0.030,761901.344,4130718.304,3.005,-0.137,20.000
31150.000,-4.380,0.030,761894.525,4130668.802,2.951,-0.190,20.000
31200.000,-4.373,0.030,761885.062,4130619.708,2.948,-0.193,20.000
31250.000,-4.365,0.030,761875.454,4130570.640,2.948,-0.193,20.000
31300.000,-4.355,0.030,761865.846,4130521.572,2.948,-0.193,20.000
31350.000,-4.344,0.030,761856.238,4130472.504,2.948,-0.193,20.000
31400.000,-4.332,0.030,761846.631,4130423.435,2.948,-0.193,20.000
31450.000,-4.318,0.030,761837.023,4130374.367,2.948,-0.193,20.000
31500.000,-4.303,0.030,761827.415,4130325.299,2.948,-0.194,20.000
31550.000,-4.287,0.030,761817.790,4130276.234,2.778,-0.363,20.000
31600.000,-4.269,0.030,761800.082,4130229.655,2.739,-0.403,20.000
31650.000,-4.249,0.030,761780.476,4130183.659,2.739,-0.403,20.000
31700.000,-4.228,0.030,761760.870,4130137.663,2.739,-0.403,20.000
31750.000,-4.206,0.030,761741.264,4130091.667,2.739,-0.403,20.000
31800.000,-4.182,0.030,761721.658,4130045.672,2.739,-0.403,20.000
31850.000,-4.157,0.030,761702.053,4129999.676,2.739,-0.403,20.000
31900.000,-4.131,0.030,761682.447,4129953.680,2.739,-0.403,20.000
31950.000,-4.103,0.030,761662.841,4129907.684,2.739,-0.403,20.000
32000.000,-4.074,0.030,761643.235,4129861.688,2.739,-0.403,20.000
32050.000,-4.043,0.030,761623.629,4129815.693,2.739,-0.403,20.000
32100.000,-4.011,0.030,761604.024,4129769.697,2.739,-0.403,20.000
32150.000,-3.979,0.030,761584.418,4129723.701,2.739,-0.403,20.000
32200.000,-3.948,0.030,761564.812,4129677.705,2.739,-0.403,20.000
32250.000,-3.918,0.030,761545.206,4129631.709,2.739,-0.403,20.000
32300.000,-3.890,0.030,761525.601,4129585.714,2.731,-0.410,20.000
32350.000,-3.863,0.030,761505.649,4129539.869,2.684,-0.458,20.000
32400.000,-3.838,0.030,761483.567,4129495.040,2.655,-0.487,20.000
32450.000,-3.814,0.030,761460.191,4129450.841,2.655,-0.487,20.000
32500.000,-3.793,0.030,761436.814,4129406.643,2.655,-0.487,20.000
32550.000,-3.772,0.030,761413.437,4129362.444,2.655,-0.487,20.000
32600.000,-3.754,0.030,761390.060,4129318.245,2.655,-0.487,20.000
32650.000,-3.737,0.030,761366.683,4129274.046,2.655,-0.487,20.000
32700.000,-3.721,0.030,761343.307,4129229.848,2.655,-0.487,20.000
32750.000,-3.708,0.030,761319.930,4129185.649,2.655,-0.487,20.000
32800.000,-3.696,0.030,761296.553,4129141.450,2.655,-0.487,20.000
32850.000,-3.685,0.030,761273.176,4129097.252,2.655,-0.487,20.000
32900.000,-3.676,0.030,761249.800,4129053.053,2.655,-0.487,20.000
32950.000,-3.669,0.030,761226.423,4129008.854,2.655,-0.487,20.000
33000.000,-3.663,0.030,761203.046,4128964.655,2.655,-0.487,20.000
33050.000,-3.659,0.030,761179.669,4128920.457,2.655,-0.487,20.000
33100.000,-3.657,0.030,761156.292,4128876.258,2.655,-0.487,20.000
33150.000,-3.656,0.030,761132.916,4128832.059,2.655,-0.487,20.000
33200.000,-3.655,0.030,761109.539,4128787.861,2.655,-0.487,20.000
33250.000,-3.654,0.030,761086.162,4128743.662,2.655,-0.487,20.000
33300.000,-3.653,0.030,761062.785,4128699.463,2.655,-0.487,20.000
33350.000,-3.653,0.030,761039.409,4128655.264,2.655,-0.487,20.000
33400.000,-3.655,0.030,761016.032,4128611.066,2.655,-0.487,20.000
33450.000,-3.658,0.030,760992.655,4128566.867,2.656,-0.486,20.000
33500.000,-3.663,0.030,760969.303,4128522.656,2.692,-0.449,20.000
33550.000,-3.669,0.030,760947.606,4128477.654,2.800,-0.342,20.000
33600.000,-3.677,0.030,760930.842,4128430.548,2.800,-0.342,20.000
33650.000,-3.685,0.030,760914.077,4128383.442,2.800,-0.342,20.000
33700.000,-3.694,0.030,760897.313,4128336.336,2.800,-0.342,20.000
33750.000,-3.702,0.030,760880.548,4128289.231,2.800,-0.342,20.000
33800.000,-3.711,0.030,760863.784,4128242.125,2.800,-0.342,20.000
33850.000,-3.719,0.030,760847.019,4128195.019,2.800,-0.342,20.000
33900.000,-3.728,0.030,760830.255,4128147.913,2.800,-0.341,20.000
33950.000,-3.736,0.030,760813.528,4128100.797,2.925,-0.216,20.000
34000.000,-3.745,0.030,760802.801,4128051.965,2.959,-0.182,20.000
34050.000,-3.753,0.030,760793.732,4128002.794,2.959,-0.182,20.000
34100.000,-3.761,0.030,760784.663,4127953.623,2.959,-0.182,20.000
34150.000,-3.770,0.030,760775.594,4127904.452,2.959,-0.182,20.000
34200.000,-3.778,0.030,760766.526,4127855.282,2.959,-0.182,20.000
34250.000,-3.786,0.030,760757.457,4127806.111,2.959,-0.182,20.000
34300.000,-3.794,0.030,760748.388,4127756.940,2.959,-0.182,20.000
34350.000,-3.802,0.030,760739.320,4127707.770,2.959,-0.182,20.000
34400.000,-3.809,0.030,760730.251,4127658.599,2.959,-0.182,20.000
34450.000,-3.815,0.030,760721.182,4127609.428,2.959,-0.182,20.000
34500.000,-3.818,0.030,760712.113,4127560.257,2.978,-0.164,20.000
34550.000,-3.820,0.030,760703.958,4127510.949,3.057,-0.085,20.000
34600.000,-3.819,0.030,760699.732,4127461.170,3.109,-0.033,20.000
34650.000,-3.817,0.030,760698.101,4127411.197,3.109,-0.033,20.000
34700.000,-3.813,0.030,760696.469,4127361.223,3.109,-0.033,20.000
34750.000,-3.808,0.030,760694.838,4127311.250,3.109,-0.033,20.000
34800.000,-3.803,0.030,760693.207,4127261.277,3.109,-0.033,20.000
34850.000,-3.798,0.030,760691.575,4127211.303,3.109,-0.033,20.000
34900.000,-3.791,0.030,760689.944,4127161.330,3.109,-0.033,20.000
34950.000,-3.785,0.030,760688.312,4127111.356,3.109,-0.033,20.000
35000.000,-3.778,0.030,760686.681,4127061.383,3.109,-0.033,20.000
35050.000,-3.770,0.030,760685.049,4127011.410,3.109,-0.033,20.000
35100.000,-3.762,0.030,760683.418,4126961.436,3.127,-0.015,20.000
35150.000,-3.753,0.030,760682.671,4126911.448,-3.124,0.018,20.000
35200.000,-3.744,0.030,760683.561,4126861.461,-3.114,0.028,20.000
35250.000,-3.734,0.030,760684.942,4126811.480,-3.114,0.028,20.000
35300.000,-3.723,0.030,760686.322,4126761.499,-3.114,0.028,20.000
35350.000,-3.712,0.030,760687.702,4126711.518,-3.114,0.028,20.000
35400.000,-3.701,0.030,760689.082,4126661.537,-3.114,0.028,20.000
35450.000,-3.689,0.030,760690.462,4126611.556,-3.114,0.028,20.000
35500.000,-3.677,0.030,760691.843,4126561.575,-3.114,0.028,20.000
35550.000,-3.664,0.030,760693.223,4126511.594,-3.114,0.028,20.000
35600.000,-3.651,0.030,760694.603,4126461.613,-3.114,0.028,20.000
35650.000,-3.638,0.030,760695.983,4126411.632,-3.114,0.028,20.000
35700.000,-3.625,0.030,760697.364,4126361.651,-3.114,0.028,20.000
35750.000,-3.613,0.030,760698.744,4126311.670,-3.114,0.028,20.000
35800.000,-3.600,0.030,760700.124,4126261.689,-3.114,0.028,20.000
35850.000,-3.587,0.030,760701.504,4126211.708,-3.114,0.028,20.000
35900.000,-3.574,0.030,760702.885,4126161.727,-3.114,0.028,20.000
35950.000,-3.561,0.030,760704.265,4126111.746,-3.114,0.028,20.000
36000.000,-3.549,0.030,760705.645,4126061.766,-3.114,0.028,20.000
36050.000,-3.537,0.030,760707.025,4126011.785,-3.114,0.028,20.000
36100.000,-3.527,0.030,760708.405,4125961.804,-3.114,0.028,20.000
36150.000,-3.517,0.030,760709.786,4125911.823,-3.114,0.028,20.000
36200.000,-3.508,0.030,760711.166,4125861.842,-3.114,0.028,20.000
36250.000,-3.499,0.030,760712.546,4125811.861,-3.114,0.027,20.000
36300.000,-3.492,0.030,760713.916,4125761.880,-3.138,0.004,20.000
36350.000,-3.486,0.030,760714.106,4125711.926,3.061,-0.081,20.000
36400.000,-3.480,0.030,760710.084,4125662.088,3.061,-0.081,20.000
36450.000,-3.475,0.030,760706.062,4125612.250,3.061,-0.081,20.000
36500.000,-3.471,0.030,760702.040,4125562.412,3.061,-0.081,20.000
